step	loss
0	0.0004132157859813155
1	0.0004084105458285864
2	0.00040442952927812636
3	0.0003997833218479956
4	0.00039536540216703823
5	0.00039135842442534916
6	0.0003874982596163821
7	0.0003835693186463254
8	0.000379792999192542
9	0.00037620423215259147
10	0.00037266138495975417
11	0.00036912405222040625
12	0.00036566037417256264
13	0.00036231496783179076
14	0.0003590557202859277
15	0.00035584173860850083
16	0.00035268758933884326
17	0.00034963174093416237
18	0.00034665710028538915
19	0.0003437215653554446
20	0.0003408311938401034
21	0.00033801077447623425
22	0.00033525243976332647
23	0.0003325328489751268
24	0.00032986200796725304
25	0.00032726227370776916
26	0.0003247260657335918
27	0.0003222343692296808
28	0.0003197888986421579
29	0.0003174005778791688
30	0.0003150670602781752
31	0.00031277990854720194
32	0.000310536934768196
33	0.0003083424819161145
34	0.00030620116930784425
35	0.00030411028561731513
36	0.0003020622510314635
37	0.0003000568558240412
38	0.0002980983955904914
39	0.00029618766084597923
40	0.0002943237342345657
41	0.000292504325102756
42	0.00029072723436087376
43	0.00028899204048481094
44	0.0002872994274860502
45	0.0002856486130852536
46	0.00028403748756927337
47	0.00028246565841389104
48	0.0002809341110391045
49	0.00027944164392142325
50	0.00027798626276653236
51	0.0002765667661602066
52	0.0002751824400821105
53	0.00027383376253483147
54	0.0002725205398458816
55	0.0002712404252430405
56	0.00026999224540986586
57	0.00026877647533059105
58	0.00026759257006300666
59	0.0002664390157898339
60	0.00026531505808806747
61	0.00026422054750154927
62	0.00026315470458407704
63	0.0002621165305350416
64	0.00026110542638302007
65	0.0002601207789350681
66	0.0002591618404883999
67	0.00025822793529277913
68	0.00025731837614083894
69	0.0002564324665941386
70	0.0002555695584637758
71	0.00025472891355659384
72	0.00025390988522603844
73	0.0002531119140958226
74	0.0002523343771529089
75	0.0002515765660259081
76	0.00025083785300128415
77	0.0002501176775963126
78	0.000249415476550968
79	0.0002487306363122875
80	0.00024806253741323903
81	0.0002474105786349949
82	0.00024677429677236765
83	0.0002461531587213549
84	0.00024554661933859725
85	0.0002449541488936983
86	0.00024437523054759427
87	0.00024380936471325314
88	0.00024325607020284106
89	0.0002427148905957156
90	0.00024218537299963523
91	0.00024166703750265264
92	0.00024115944138357657
93	0.00024066220215905666
94	0.00024017490368142695
95	0.00023969711932937275
96	0.00023922845017041686
97	0.00023876853147381435
98	0.00023831699797382484
99	0.0002378734612032923
100	0.0001972897514213132
101	0.00019642980542259545
102	0.00019546614445925222
103	0.0001944186800559903
104	0.00019330522923861147
105	0.00019214303869821516
106	0.0001909469725648037
107	0.00018972929006271077
108	0.00018850037151451867
109	0.0001872687103498439
110	0.00018604102275799947
111	0.00018482277531911066
112	0.00018361807272232746
113	0.00018242980767523007
114	0.0001812603966798495
115	0.0001801115369347215
116	0.0001789840933591352
117	0.00017787870103748286
118	0.0001767957952225123
119	0.00017573532424083082
120	0.00017469705032636783
121	0.0001736807003951244
122	0.0001726858576247184
123	0.00017171204577275323
124	0.00017075885511840533
125	0.00016982591932416586
126	0.00016891293119859906
127	0.0001680197650845916
128	0.00016714627873857176
129	0.00016629233613324454
130	0.00016545788483983474
131	0.0001646428279328572
132	0.00016384696655520007
133	0.0001630700939764622
134	0.00016231191111542583
135	0.00016157205174485915
136	0.00016085014728330966
137	0.00016014571877822037
138	0.0001594582688987761
139	0.00015878734805017865
140	0.00015813245525437503
141	0.00015749310629061696
142	0.00015686888996748792
143	0.00015625940619569298
144	0.0001556642508917604
145	0.00015508308035215142
146	0.00015451553226772543
147	0.0001539612872297145
148	0.0001534200289567761
149	0.00015289143804586921
150	0.00015237521571285432
151	0.0001518710635413101
152	0.00015137869035591564
153	0.00015089784158119909
154	0.00015042823207100312
155	0.00014996960274435748
156	0.00014952171204951257
157	0.0001490842886401006
158	0.00014865708292388318
159	0.0001482398384451706
160	0.00014783226666283152
161	0.00014743411760628094
162	0.0001470451175522049
163	0.0001466650030770245
164	0.00014629352160697547
165	0.00014593039284215614
166	0.00014557536237921217
167	0.00014522817610050737
168	0.00014488860533571257
169	0.00014455636630226814
170	0.00014423127666698658
171	0.00014391308459122624
