step	loss
172	0.00014360156891381898
173	0.00014329651593059594
174	0.00014299770502833718
175	0.00014270492774522516
176	0.00014241802496815388
177	0.0001421367550429888
178	0.0001418609355710221
179	0.00014159040849537512
180	0.0001413249702654715
181	0.0001410644637380111
182	0.0001408087081349311
183	0.00014055755420212633
184	0.00014031082917523213
185	0.00014006839346917752
186	0.00013983007765545617
187	0.0001395957280246371
188	0.00013936522256437778
189	0.00013913841467769997
190	0.00013891517441176116
191	0.0001386953484512019
192	0.00013847885181964757
193	0.00013826553574690058
194	0.00013805529735984442
195	0.0001378480155515616
196	0.00013764357219977515
197	0.00013744186847954387
198	0.0001372428091153893
199	0.000137046294967922
200	8.389217748585318e-05
201	8.345372810187198e-05
202	8.29214473845087e-05
203	8.231035311605487e-05
204	8.163401747286879e-05
205	8.090444753043549e-05
206	8.013255831299273e-05
207	7.932855332023415e-05
208	7.850181445017377e-05
209	7.766056366496737e-05
210	7.681180681623824e-05
211	7.596145888493167e-05
212	7.51145307368389e-05
213	7.427520763470126e-05
214	7.344697880223002e-05
215	7.263259874319634e-05
216	7.183424781026754e-05
217	7.10536037371564e-05
218	7.029192196801994e-05
219	6.955008427052865e-05
220	6.8828687755028e-05
221	6.812799270113408e-05
222	6.744805055366658e-05
223	6.678872749605671e-05
224	6.61498228770184e-05
225	6.553099536234053e-05
226	6.493183209643272e-05
227	6.435177193237742e-05
228	6.379023211503288e-05
229	6.324664476846903e-05
230	6.272044059402757e-05
231	6.221103668543003e-05
232	6.17178167997991e-05
233	6.124019079867438e-05
234	6.07775676038218e-05
235	6.0329387070678885e-05
236	5.989511919960625e-05
237	5.947424438528775e-05
238	5.906626345141628e-05
239	5.8670690237829504e-05
240	5.8287075846168084e-05
241	5.791496154227762e-05
242	5.755396453032387e-05
243	5.720367621468132e-05
244	5.686372951115026e-05
245	5.653377808364358e-05
246	5.621347226056684e-05
247	5.5902515796828474e-05
248	5.560060590375424e-05
249	5.530743128515697e-05
250	5.502272901661302e-05
251	5.4746224785586365e-05
252	5.4477658405433744e-05
253	5.4216780533797464e-05
254	5.396334252493052e-05
255	5.371712612028411e-05
256	5.347787561757643e-05
257	5.3245386040100205e-05
258	5.301944564182262e-05
259	5.279983067201492e-05
260	5.258634945847911e-05
261	5.237878253755145e-05
262	5.2176953222299606e-05
263	5.19806688937429e-05
264	5.1789744774557166e-05
265	5.1604011022084046e-05
266	5.142329185848333e-05
267	5.1247410046135256e-05
268	5.107623503582802e-05
269	5.0909590225996465e-05
270	5.0747333992527354e-05
271	5.058932097865898e-05
272	5.043541007596002e-05
273	5.028548014754504e-05
274	5.013939691532941e-05
275	4.999703371211126e-05
276	4.98582759630361e-05
277	4.972300774755803e-05
278	4.959111135687875e-05
279	4.9462503129547094e-05
280	4.9337065570094214e-05
281	4.921471186998426e-05
282	4.909532990305084e-05
283	4.897885192481024e-05
284	4.886516631723695e-05
285	4.875420479962076e-05
286	4.864589121185141e-05
287	4.854013677995469e-05
288	4.843686296177962e-05
289	4.833600600458504e-05
290	4.8237494538619114e-05
291	4.814125399600352e-05
292	4.80472331031625e-05
293	4.7955339650848704e-05
294	4.786554248729012e-05
295	4.777776762162654e-05
296	4.769196234557805e-05
297	4.7608067980989655e-05
298	4.752603036707372e-05
299	4.7445803020454965e-05
300	2.6580848254583212e-05
301	2.6457950956718855e-05
302	2.6323328211809312e-05
303	2.6179081598466124e-05
304	2.6027157123924352e-05
305	2.5869340268123742e-05
306	2.570718255045715e-05
307	2.5542072856565718e-05
308	2.5375235449765916e-05
309	2.5207778756768874e-05
310	2.504068945133875e-05
311	2.4874848275828526e-05
312	2.4710982664055967e-05
313	2.454970896293185e-05
314	2.4391541162518176e-05
315	2.4236856334077876e-05
316	2.4085977306306138e-05
317	2.393913393476074e-05
318	2.379650129589743e-05
319	2.3658197752668488e-05
320	2.3524290741448583e-05
321	2.3394809399446982e-05
322	2.326974838625396e-05
323	2.314906689542768e-05
324	2.303270023076372e-05
325	2.292055013256925e-05
326	2.2812525936114305e-05
327	2.2708520280813143e-05
328	2.2608407215836376e-05
329	2.2512046931902077e-05
330	2.241930943490137e-05
331	2.2330047602854057e-05
332	2.2244135275740326e-05
333	2.2161418066592833e-05
334	2.2081762321703312e-05
335	2.200503524752001e-05
336	2.1931101751094296e-05
337	2.185983874235033e-05
338	2.179112871724141e-05
339	2.1724849763595587e-05
340	2.1660882193102413e-05
341	2.1599115249367288e-05
342	2.1539460647273173e-05
343	2.148180945040113e-05
344	2.1426076161061e-05
345	2.1372174051828236e-05
346	2.1320013838219842e-05
347	2.1269522341267362e-05
348	2.1220625799258127e-05
349	2.117325426668672e-05
350	2.112734083124411e-05
351	2.108283010253462e-05
352	2.1039662583199495e-05
353	2.0997777975796576e-05
354	2.0957120757498825e-05
355	2.0917644832300278e-05
356	2.087930620219334e-05
357	2.084206259993998e-05
358	2.0805859576471804e-05
359	2.077066554787432e-05
360	2.073643982656051e-05
361	2.0703147027474063e-05
362	2.0670754167560816e-05
363	2.0639226075110835e-05
364	2.0608530750837953e-05
365	2.0578645083692188e-05
366	2.054953015840718e-05
367	2.052116263975737e-05
368	2.0493510256995058e-05
369	2.0466560552660675e-05
370	2.0440281400819815e-05
371	2.041464680496208e-05
372	2.038964247564984e-05
373	2.0365239306302533e-05
374	2.0341423962604323e-05
375	2.0318171531281506e-05
376	2.0295463182378724e-05
377	2.0273282627730444e-05
378	2.0251618329804625e-05
379	2.0230445275413866e-05
380	2.0209750410350025e-05
381	2.0189515781511657e-05
382	2.0169724152924263e-05
383	2.015037004799261e-05
384	2.0131430902403597e-05
385	2.01128967485942e-05
386	2.009475585436894e-05
387	2.007699605045612e-05
388	2.005960352308168e-05
389	2.00425670598411e-05
390	2.0025873887719484e-05
391	2.000951823321317e-05
392	1.9993491529811075e-05
393	1.9977776756142837e-05
394	1.9962368922486533e-05
395	1.994725469579684e-05
396	1.9932422842051512e-05
397	1.9917875187309098e-05
398	1.9903601165462214e-05
399	1.9889589658491643e-05
400	9.334154150344422e-06
401	9.314075632109815e-06
402	9.2912109123409e-06
403	9.26600416035317e-06
404	9.238875699061784e-06
405	9.210223544717757e-06
406	9.180403193060187e-06
407	9.149748864246784e-06
408	9.118541968689909e-06
409	9.087035100906254e-06
410	9.05544898637324e-06
411	9.02398209748664e-06
412	8.992799709481998e-06
413	8.962045720512874e-06
414	8.931839695567694e-06
415	8.902283406633906e-06
416	8.873465114862128e-06
417	8.845451569469806e-06
418	8.818288983421242e-06
419	8.792016278971287e-06
420	8.766654803993812e-06
421	8.742212593392963e-06
422	8.718695465720051e-06
423	8.696097898472736e-06
424	8.674412655053622e-06
425	8.653616774679696e-06
426	8.633693547688059e-06
427	8.614616486766973e-06
428	8.596366926371272e-06
429	8.578912905951947e-06
430	8.56222879973969e-06
431	8.546277092983091e-06
432	8.531028729243316e-06
433	8.516460930579842e-06
434	8.50253510711803e-06
435	8.489225330112368e-06
436	8.47649957353287e-06
437	8.464328593607592e-06
438	8.45268174136742e-06
439	8.441538005502781e-06
440	8.430868460795695e-06
441	8.420645085608378e-06
442	8.410848076243105e-06
443	8.401455231522894e-06
444	8.392439496184958e-06
445	8.383782370233656e-06
446	8.375466422932416e-06
447	8.367471533639244e-06
448	8.359774396199527e-06
449	8.352363037216915e-06
450	8.345223385503208e-06
451	8.338336404598663e-06
452	8.331694223776932e-06
453	8.32527624235164e-06
454	8.319073541307617e-06
455	8.313075736082685e-06
456	8.30727102077939e-06
457	8.301650260536772e-06
458	8.296198827266395e-06
459	8.290918118127996e-06
460	8.285790030993546e-06
461	8.280811362719415e-06
462	8.275972547550732e-06
463	8.271269420032734e-06
464	8.266697505719151e-06
465	8.262244637550587e-06
466	8.257907357389855e-06
467	8.253682724028135e-06
468	8.24956505654727e-06
469	8.245547810770357e-06
470	8.241627567922418e-06
471	8.237802789029696e-06
472	8.2340676585249e-06
473	8.230416604595135e-06
474	8.226850397887444e-06
475	8.223362807307645e-06
476	8.219950410227876e-06
477	8.216611731528057e-06
478	8.213345023456739e-06
479	8.210145606578758e-06
480	8.207010490510776e-06
481	8.203938237219068e-06
482	8.200925945448902e-06
483	8.197970829494035e-06
484	8.195073509114213e-06
485	8.192229278526956e-06
486	8.189440839589123e-06
487	8.186700037777562e-06
488	8.18400844992945e-06
489	8.181362715354456e-06
490	8.178764214007343e-06
491	8.176210186788899e-06
492	8.173699253958084e-06
493	8.17122788560796e-06
494	8.168798076630478e-06
495	8.1664069431528e-06
496	8.164052836409949e-06
497	8.161736662573764e-06
498	8.159455455416831e-06
499	8.157209522885336e-06
500	5.244629664544876e-06
501	5.242112316399446e-06
502	5.239396359918761e-06
503	5.236515938023145e-06
504	5.233503995147309e-06
505	5.230389123261014e-06
506	5.227199376152277e-06
507	5.223962467983227e-06
508	5.220700577091438e-06
509	5.21743224532264e-06
510	5.214174717611653e-06
511	5.210944339252194e-06
512	5.207751964204812e-06
513	5.204611380920644e-06
514	5.201529216036607e-06
515	5.198512617804569e-06
516	5.195568800750299e-06
517	5.19270064970393e-06
518	5.189913728840201e-06
519	5.1872114163159416e-06
520	5.184591651183667e-06
521	5.1820555206934205e-06
522	5.1796047395824045e-06
523	5.177237267197991e-06
524	5.174952349695048e-06
525	5.1727459170571434e-06
526	5.170618931366501e-06
527	5.168566509178588e-06
528	5.166588234955138e-06
529	5.164679832559953e-06
530	5.162836770585335e-06
531	5.161058947188246e-06
532	5.159343394774516e-06
533	5.157685567888991e-06
534	5.156084321070136e-06
535	5.154535636697006e-06
536	5.153038555664343e-06
537	5.151591458994903e-06
538	5.150189489329142e-06
539	5.148830706649267e-06
540	5.147513864568015e-06
541	5.146236698486288e-06
542	5.144995498740231e-06
543	5.143790971726768e-06
544	5.14261693370367e-06
545	5.141477007017813e-06
546	5.140364050554854e-06
547	5.139281413779148e-06
548	5.138222711150947e-06
549	5.1371901460547964e-06
550	5.1361807803426505e-06
551	5.135193466668513e-06
552	5.134227488215992e-06
553	5.133281551344095e-06
554	5.132356014178592e-06
555	5.131447719009168e-06
556	5.130557045535374e-06
557	5.1296844340880265e-06
558	5.128826332933745e-06
559	5.127984546904527e-06
560	5.127156365941611e-06
561	5.126341006876944e-06
562	5.1255391456114116e-06
563	5.1247502738405345e-06
564	5.123972712905093e-06
565	5.123206533538527e-06
566	5.122452338318038e-06
567	5.12170735730301e-06
568	5.1209742481475145e-06
569	5.120249229581275e-06
570	5.119533861307037e-06
571	5.118826994072714e-06
572	5.118129195510346e-06
573	5.11743820502473e-06
574	5.1167571502435165e-06
575	5.116082806214938e-06
576	5.115416933583205e-06
577	5.114757976017501e-06
578	5.114105113088398e-06
579	5.113459906307507e-06
580	5.112820538893888e-06
581	5.112188330040354e-06
582	5.111562152466781e-06
583	5.110941331480187e-06
584	5.110326724087122e-06
585	5.109716930411199e-06
586	5.109114539830693e-06
587	5.1085167098421e-06
588	5.1079229275403084e-06
589	5.107334680433532e-06
590	5.106751303538938e-06
591	5.106172462705e-06
592	5.105598383283203e-06
593	5.10502792879139e-06
594	5.104461411820617e-06
595	5.103899596371661e-06
596	5.1033427701242045e-06
597	5.102788562683069e-06
598	5.1022374181229045e-06
599	5.101691634421552e-06
600	3.611849455275979e-06
601	3.6112986141193854e-06
602	3.610692389830254e-06
603	3.6100401367582724e-06
604	3.609348859968817e-06
605	3.608626785384056e-06
606	3.607881167259892e-06
607	3.607120818810425e-06
608	3.606348321770412e-06
609	3.605571772817863e-06
610	3.6047939670543228e-06
611	3.60402123781804e-06
612	3.603255527330723e-06
613	3.602499471486352e-06
614	3.6017582182722294e-06
615	3.601030827483717e-06
616	3.600318793044307e-06
617	3.599623143572153e-06
618	3.598947397356672e-06
619	3.5982899786288866e-06
620	3.5976518727194687e-06
621	3.5970316972989325e-06
622	3.596432046068421e-06
623	3.5958517367139365e-06
624	3.595289319392002e-06
625	3.594746247604962e-06
626	3.5942200782124804e-06
627	3.5937119356000028e-06
628	3.5932197087098933e-06
629	3.5927437303746604e-06
630	3.592282793367492e-06
631	3.5918360053585183e-06
632	3.591402103692741e-06
633	3.5909811648288983e-06
634	3.5905726138896193e-06
635	3.5901759658999394e-06
636	3.589789604733952e-06
637	3.589414185345912e-06
638	3.589047546412936e-06
639	3.5886908304121807e-06
640	3.5883423512013728e-06
641	3.588002559356545e-06
642	3.587670477676648e-06
643	3.587345046594599e-06
644	3.587027103360905e-06
645	3.5867152839637477e-06
646	3.586410031291591e-06
647	3.5861101773465333e-06
648	3.5858139890971575e-06
649	3.5855244012098403e-06
650	3.5852387043679962e-06
651	3.5849579468152287e-06
652	3.584680746730191e-06
653	3.584408777601868e-06
654	3.5841395579264325e-06
655	3.5838736150974022e-06
656	3.58361208653378e-06
657	3.5833526622225303e-06
658	3.583097782679635e-06
659	3.5828455021811845e-06
660	3.58259448667822e-06
661	3.5823468907870203e-06
662	3.5821008923923925e-06
663	3.581858407403977e-06
664	3.5816171165956573e-06
665	3.581378578242519e-06
666	3.5811424422652254e-06
667	3.5809077396252515e-06
668	3.580675553133374e-06
669	3.580444994511936e-06
670	3.5802164362077246e-06
671	3.5799894366571805e-06
672	3.579764384520485e-06
673	3.579540734332067e-06
674	3.579318780634788e-06
675	3.579098262344392e-06
676	3.5788791195078885e-06
677	3.5786611835302948e-06
678	3.5784447741135853e-06
679	3.5782291050850967e-06
680	3.5780152052960845e-06
681	3.5778016125222227e-06
682	3.5775897039988626e-06
683	3.5773779843416054e-06
684	3.5771682616763374e-06
685	3.5769591541594485e-06
686	3.576751328478701e-06
687	3.5765447460960377e-06
688	3.57633869450388e-06
689	3.5761344266963827e-06
690	3.5759302070427874e-06
691	3.575727601873083e-06
692	3.5755258710369965e-06
693	3.575324754393392e-06
694	3.575124112174317e-06
695	3.574925686661444e-06
696	3.5747264660470886e-06
697	3.574529089498402e-06
698	3.5743315306537655e-06
699	3.574135197640679e-06
700	2.0704018573924824e-06
701	2.070178932408786e-06
702	2.0698914065981813e-06
703	2.0695482586472126e-06
704	2.0691579121239144e-06
705	2.0687277042104753e-06
706	2.0682676380278584e-06
707	2.0677849314336254e-06
708	2.0672855786368774e-06
709	2.0667765326162053e-06
710	2.066261391741585e-06
711	2.065747520645499e-06
712	2.0652379999278717e-06
713	2.0647344673734103e-06
714	2.064241989392299e-06
715	2.0637616259495134e-06
716	2.063294412063796e-06
717	2.0628432374297506e-06
718	2.062408868788105e-06
719	2.061991811509244e-06
720	2.061591440031632e-06
721	2.061209215920984e-06
722	2.0608444404270093e-06
723	2.060496662414334e-06
724	2.0601662148872486e-06
725	2.059852501565009e-06
726	2.05955567313743e-06
727	2.059273980119646e-06
728	2.0590077243654013e-06
729	2.0587553678424616e-06
730	2.058516221702276e-06
731	2.0582903668653126e-06
732	2.0580762483621253e-06
733	2.057872903745569e-06
734	2.05768084822193e-06
735	2.0574976920382786e-06
736	2.0573240746000153e-06
737	2.057158968594667e-06
738	2.0570017240595463e-06
739	2.056852059149415e-06
740	2.0567094557221996e-06
741	2.05657340637897e-06
742	2.05644292465204e-06
743	2.0563190298533793e-06
744	2.0561998732445475e-06
745	2.056085114048446e-06
746	2.0559754363133066e-06
747	2.0558697197341277e-06
748	2.0557677463811436e-06
749	2.0556694788099453e-06
750	2.0555746569319283e-06
751	2.0554824665868136e-06
752	2.0553934758098605e-06
753	2.0553070383419014e-06
754	2.0552234610384122e-06
755	2.055142597890428e-06
756	2.055063481072705e-06
757	2.0549863649562416e-06
758	2.054911607788368e-06
759	2.0548381416646663e-06
760	2.0547667682202975e-06
761	2.0546966117022806e-06
762	2.05462826750743e-06
763	2.0545612049502834e-06
764	2.0544955215184216e-06
765	2.054431028923145e-06
766	2.054367709117452e-06
767	2.0543055049952417e-06
768	2.0542443693031265e-06
769	2.054184596814193e-06
770	2.0541257705310812e-06
771	2.0540676753806567e-06
772	2.0540104268395427e-06
773	2.053953559419295e-06
774	2.0538972819227854e-06
775	2.0538422397197063e-06
776	2.053787872708424e-06
777	2.053734412612106e-06
778	2.0536815889278463e-06
779	2.053629094548787e-06
780	2.0535772540520307e-06
781	2.053526211086624e-06
782	2.0534749676016736e-06
783	2.053424989779892e-06
784	2.053374899491897e-06
785	2.053325156205304e-06
786	2.053276061237506e-06
787	2.0532273241437437e-06
788	2.053179175406742e-06
789	2.053131521346261e-06
790	2.0530841449396958e-06
791	2.053036831890571e-06
792	2.052990032094131e-06
793	2.052943564230918e-06
794	2.0528977078606152e-06
795	2.052851937688711e-06
796	2.0528067013474166e-06
797	2.0527615072602952e-06
798	2.052716484207115e-06
799	2.0526716023689315e-06
